,year,artist,track,length_in_secs,genre,date.entered,date.peaked,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,time_to_peak
229,2000,Kelly Price,As We Lay,380,Rock,2000-07-15,2000-08-05,82.0,69.0,69.0,64.0,71.0,79.0,82.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21 days 00:00:00.000000000
230,2000,DMX,What's My Name,230,Rap,2000-01-15,2000-02-12,98.0,76.0,69.0,69.0,67.0,73.0,76.0,90.0,90.0,94.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28 days 00:00:00.000000000
231,2000,Ricky Martin,Private Emotion,242,Latin,2000-03-11,2000-03-18,76.0,67.0,71.0,78.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 days 00:00:00.000000000
232,2000,Nine Days,If I Am,258,Rock,2000-12-02,2000-12-02,68.0,68.0,81.0,94.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 00:00:00.000000000
233,2000,Mary J. Blige,Give Me You,300,Rock,2000-04-15,2000-05-13,97.0,94.0,77.0,76.0,68.0,77.0,89.0,90.0,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28 days 00:00:00.000000000
234,2000,Red Hot Chili Peppers,Californication,321,Rock,2000-07-29,2000-10-14,72.0,72.0,72.0,77.0,79.0,77.0,75.0,84.0,85.0,79.0,74.0,69.0,74.0,75.0,77.0,71.0,78.0,89.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77 days 00:00:00.000000000
235,2000,Third Eye Blind,Deep Inside Of You,250,Rock,2000-09-02,2000-10-07,80.0,73.0,70.0,70.0,70.0,69.0,72.0,79.0,90.0,97.0,95.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35 days 00:00:00.000000000
236,2000,Garth Brooks,Do What You Gotta Do,176,Country,2000-02-19,2000-03-18,86.0,81.0,72.0,70.0,69.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28 days 00:00:00.000000000
237,2000,The Offspring,Original Prankster,222,Rock,2000-11-25,2000-12-09,74.0,71.0,70.0,70.0,77.0,78.0,91.0,89.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 days 00:00:00.000000000
238,2000,Marc Anthony,My Baby You,239,Latin,2000-09-16,2000-10-07,82.0,76.0,76.0,70.0,82.0,81.0,74.0,80.0,76.0,76.0,73.0,74.0,87.0,83.0,89.0,93.0,94.0,94.0,91.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21 days 00:00:00.000000000
239,2000,Whitney Houston,"Same Script, Different Cast",285,Rock,2000-06-17,2000-07-15,71.0,71.0,71.0,71.0,70.0,75.0,77.0,88.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28 days 00:00:00.000000000
240,2000,D'Angelo,Left & Right,275,R&B,1999-12-11,2000-01-01,93.0,77.0,75.0,70.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21 days 00:00:00.000000000
241,2000,Lenny Kravitz,I Belong To You,257,Rock,2000-03-25,2000-04-08,78.0,77.0,71.0,71.0,71.0,83.0,90.0,90.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 days 00:00:00.000000000
242,2000,Patty Loveless,That's The Kind Of Mood I'm In,207,Country,2000-09-16,2000-11-18,98.0,93.0,93.0,93.0,88.0,88.0,82.0,81.0,73.0,71.0,71.0,72.0,85.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63 days 00:00:00.000000000
243,2000,Q-Tip,Breathe And Stop,246,Rock,2000-01-22,2000-01-22,71.0,71.0,81.0,82.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 00:00:00.000000000
244,2000,LeAnn Rimes,Can't Fight The Moonlight,213,Country,2000-09-09,2000-09-16,82.0,71.0,79.0,83.0,96.0,99.0,78.0,78.0,83.0,79.0,77.0,76.0,79.0,81.0,88.0,85.0,86.0,79.0,87.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 days 00:00:00.000000000
245,2000,Lil Wayne,Tha Block Is Hot,253,Rap,1999-12-04,2000-01-08,99.0,89.0,92.0,84.0,84.0,72.0,81.0,81.0,86.0,87.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35 days 00:00:00.000000000
246,2000,2 Pac,Baby Don't Cry (Keep Ya Head Up II),262,Rap,2000-02-26,2000-03-11,87.0,82.0,72.0,77.0,87.0,94.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 days 00:00:00.000000000
247,2000,The Wallflowers,Sleepwalker,209,Rock,2000-10-28,2000-10-28,73.0,73.0,74.0,80.0,90.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 00:00:00.000000000
248,2000,Drama,"Left, Right, Left",217,Rap,2000-02-12,2000-03-18,100.0,98.0,89.0,80.0,75.0,73.0,80.0,86.0,91.0,96.0,100.0,98.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35 days 00:00:00.000000000
249,2000,Limp Bizkit,N 2 Gether Now,235,Rock,1999-12-04,2000-01-08,94.0,88.0,85.0,78.0,78.0,73.0,84.0,86.0,90.0,97.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35 days 00:00:00.000000000
250,2000,Lox,"Ryde or Die, Chick",236,Rap,2000-03-18,2000-03-25,86.0,73.0,80.0,84.0,91.0,97.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 days 00:00:00.000000000
251,2000,Ying Yang Twins,Whistle While You Twurk,259,Rap,2000-03-18,2000-04-29,95.0,94.0,91.0,85.0,84.0,78.0,74.0,78.0,85.0,89.0,97.0,96.0,99.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42 days 00:00:00.000000000
252,2000,Clay Walker,"Live, Laugh, Love",246,Country,1999-12-04,2000-01-22,95.0,95.0,94.0,94.0,94.0,95.0,82.0,74.0,79.0,92.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49 days 00:00:00.000000000
253,2000,Metallica,No Leaf Clover (Live),343,Rock,2000-02-12,2000-03-11,86.0,81.0,78.0,76.0,74.0,80.0,86.0,93.0,95.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28 days 00:00:00.000000000
254,2000,Yankee Grey,Another Nine Minutes,190,Country,2000-04-29,2000-05-20,86.0,83.0,77.0,74.0,83.0,79.0,88.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21 days 00:00:00.000000000
255,2000,Lou Bega,Tricky Tricky ,203,Rock,2000-01-29,2000-02-05,75.0,74.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 days 00:00:00.000000000
256,2000,Big Punisher,It's So Hard,205,Rap,2000-04-22,2000-05-06,96.0,87.0,75.0,79.0,81.0,81.0,76.0,76.0,78.0,84.0,90.0,88.0,94.0,98.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 days 00:00:00.000000000
257,2000,Darryl Worley,When You Need My Love,215,Country,2000-06-17,2000-09-02,98.0,88.0,93.0,92.0,85.0,85.0,84.0,80.0,80.0,80.0,80.0,75.0,78.0,86.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77 days 00:00:00.000000000
258,2000,Lil' Kim,How Many Licks?,230,Rap,2000-11-25,2000-12-02,79.0,75.0,77.0,86.0,86.0,89.0,,,96.0,96.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 days 00:00:00.000000000
259,2000,Terri Clark,A Little Gasoline,187,Country,2000-12-16,2000-12-16,75.0,82.0,88.0,96.0,99.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 00:00:00.000000000
260,2000,Chad Brock,A Country Boy Can Survive,234,Country,2000-01-01,2000-01-08,93.0,75.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 days 00:00:00.000000000
261,2000,Chris Cagle,My Love Goes On And On,182,Country,2000-10-21,2000-12-02,99.0,94.0,94.0,87.0,84.0,83.0,76.0,76.0,79.0,83.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42 days 00:00:00.000000000
262,2000,Tracy Byrd,Put Your Hand In Mine,270,Country,2000-01-29,2000-02-12,81.0,77.0,76.0,76.0,86.0,88.0,92.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 days 00:00:00.000000000
263,2000,Metallica,I Disappear,266,Rock,2000-05-13,2000-06-17,86.0,84.0,88.0,81.0,81.0,76.0,81.0,81.0,78.0,84.0,83.0,82.0,87.0,88.0,91.0,94.0,98.0,95.0,89.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35 days 00:00:00.000000000
264,2000,Jay-Z,Hey Papi,220,Rap,2000-08-12,2000-10-07,98.0,100.0,98.0,94.0,83.0,83.0,80.0,78.0,76.0,77.0,85.0,91.0,93.0,88.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56 days 00:00:00.000000000
265,2000,Fatboy Slim,The Rockafeller Skank,240,Electronica,1999-11-13,2000-01-22,94.0,94.0,94.0,87.0,77.0,77.0,83.0,82.0,82.0,92.0,76.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70 days 00:00:00.000000000
266,2000,Gerald Levert,Mr. Too Damn Good,246,R&B,2000-03-18,2000-04-08,84.0,83.0,83.0,76.0,86.0,86.0,88.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21 days 00:00:00.000000000
267,2000,Brian McKnight,Stay Or Let It Go,272,Rock,2000-02-26,2000-03-25,95.0,92.0,82.0,78.0,76.0,88.0,100.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28 days 00:00:00.000000000
268,2000,Gary Allan,Smoke Rings In The Dark,258,Country,2000-01-22,2000-02-05,80.0,78.0,76.0,77.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 days 00:00:00.000000000
269,2000,Ginuwine,The Best Man I Can Be,246,Rock,2000-01-08,2000-03-04,97.0,97.0,83.0,94.0,84.0,88.0,85.0,82.0,77.0,77.0,85.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56 days 00:00:00.000000000
270,2000,Before Dark,Monica,244,Rock,2000-05-20,2000-06-17,95.0,87.0,80.0,80.0,77.0,87.0,91.0,91.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28 days 00:00:00.000000000
271,2000,Gloria Estefan,No Me Dejes De Querer,205,Rock,2000-06-10,2000-06-10,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 00:00:00.000000000
272,2000,Stone Temple Pilots,Sour Girl,256,Rock,2000-07-08,2000-07-29,79.0,79.0,79.0,78.0,78.0,87.0,89.0,88.0,95.0,93.0,91.0,94.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21 days 00:00:00.000000000
273,2000,Montgomery Gentry,Daddy Won't Sell The Farm,258,Country,2000-03-04,2000-03-25,87.0,83.0,81.0,79.0,81.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21 days 00:00:00.000000000
274,2000,Billy Ray Cyrus,You Won't Be Lonely Now,225,Country,2000-09-23,2000-11-11,97.0,97.0,97.0,92.0,91.0,88.0,85.0,80.0,82.0,80.0,80.0,89.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49 days 00:00:00.000000000
275,2000,Clark Family Experience,Meanwhile Back At The Ranch,176,Country,2000-11-18,2000-12-16,87.0,86.0,81.0,92.0,80.0,80.0,82.0,84.0,82.0,81.0,85.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28 days 00:00:00.000000000
276,2000,Carl Thomas,Summer Rain,297,Rock,2000-09-23,2000-10-14,82.0,82.0,86.0,80.0,82.0,83.0,84.0,82.0,88.0,94.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21 days 00:00:00.000000000
277,2000,Trisha Yearwood,Real Live Woman,235,Country,2000-04-01,2000-04-29,85.0,83.0,83.0,82.0,81.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28 days 00:00:00.000000000
278,2000,Trick Daddy,Shut Up,257,Rap,2000-05-20,2000-06-17,99.0,95.0,87.0,87.0,83.0,83.0,89.0,87.0,92.0,92.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28 days 00:00:00.000000000
279,2000,Chante Moore,Straight Up,220,Rock,2000-10-28,2000-12-02,98.0,98.0,97.0,90.0,85.0,83.0,83.0,97.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35 days 00:00:00.000000000
280,2000,Cam'ron,What Means The World To You,278,Rap,2000-10-14,2000-11-18,94.0,94.0,96.0,91.0,84.0,83.0,88.0,87.0,95.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35 days 00:00:00.000000000
281,2000,Juvenile,U Understand,231,Rap,2000-02-05,2000-02-12,85.0,83.0,100.0,98.0,97.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 days 00:00:00.000000000
282,2000,Dave Hollister,Can't Stay,377,Rock,2000-03-25,2000-03-25,84.0,84.0,93.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 00:00:00.000000000
283,2000,Tamia,Can't Go For That,218,Rock,2000-09-16,2000-09-30,90.0,86.0,84.0,88.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 days 00:00:00.000000000
284,2000,LFO,West Side Story,207,Rock,2000-08-05,2000-08-12,96.0,84.0,88.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 days 00:00:00.000000000
285,2000,Brad Paisley,Me Neither,199,Country,2000-05-13,2000-05-20,87.0,85.0,90.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 days 00:00:00.000000000
286,2000,Torrey Carter,Take That,223,Rock,2000-06-24,2000-07-08,94.0,88.0,86.0,91.0,89.0,87.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 days 00:00:00.000000000
287,2000,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),195,R&B,2000-09-02,2000-09-09,91.0,87.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 days 00:00:00.000000000
288,2000,Madison Avenue,Don't Call Me Baby,224,Electronica,2000-07-08,2000-09-16,98.0,96.0,93.0,93.0,93.0,92.0,92.0,92.0,90.0,92.0,88.0,88.0,88.0,95.0,93.0,98.0,93.0,92.0,90.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70 days 00:00:00.000000000
289,2000,Eve,Got It All,228,Rap,2000-07-15,2000-07-22,89.0,88.0,88.0,91.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 days 00:00:00.000000000
290,2000,Limp Bizkit,Re-Arranged,248,Rock,1999-12-04,2000-02-05,91.0,91.0,90.0,95.0,95.0,99.0,96.0,96.0,92.0,88.0,89.0,93.0,91.0,91.0,89.0,90.0,93.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63 days 00:00:00.000000000
291,2000,Tracie Spencer,Still In My Heart,251,Rock,2000-03-04,2000-03-11,95.0,88.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 days 00:00:00.000000000
292,2000,Nu Flavor,3 Little Words,234,R&B,2000-06-03,2000-06-17,97.0,97.0,89.0,89.0,94.0,90.0,99.0,97.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 days 00:00:00.000000000
293,2000,Tamar,If You Don't Wanna Love Me,242,Rock,2000-03-25,2000-04-15,98.0,98.0,92.0,89.0,92.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21 days 00:00:00.000000000
294,2000,Gerald Levert,Baby U Are,250,R&B,2000-08-19,2000-08-26,96.0,89.0,92.0,96.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 days 00:00:00.000000000
295,2000,Beth Hart,L.A. Song,227,Country,1999-11-27,2000-01-15,99.0,100.0,98.0,99.0,99.0,99.0,98.0,90.0,99.0,97.0,91.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49 days 00:00:00.000000000
296,2000,Joe Diffie,The Quittin' Kind,203,Country,2000-01-01,2000-01-22,98.0,100.0,100.0,90.0,93.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21 days 00:00:00.000000000
297,2000,Funkmaster Flex,Do You,254,Rap,2000-11-11,2000-12-02,92.0,92.0,95.0,91.0,91.0,94.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21 days 00:00:00.000000000
298,2000,Kelly Price,Love Sets You Free,226,Rock,2000-05-13,2000-05-20,92.0,91.0,98.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 days 00:00:00.000000000
299,2000,En Vogue,Riddle,310,Rock,2000-06-17,2000-06-17,92.0,92.0,97.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 00:00:00.000000000
300,2000,Ty Herndon,No Mercy,283,Country,2000-03-18,2000-05-06,100.0,99.0,99.0,,,98.0,94.0,92.0,95.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49 days 00:00:00.000000000
301,2000,Anastacia,I'm Outta Love,241,Pop,2000-04-01,2000-04-01,92.0,,,95.0,,,,,,,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 00:00:00.000000000
302,2000,Trina,Pull Over,178,Rap,2000-09-09,2000-09-16,97.0,93.0,96.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 days 00:00:00.000000000
303,2000,Lil' Mo,Ta Da,257,Rap,2000-08-12,2000-09-16,100.0,99.0,97.0,97.0,100.0,95.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35 days 00:00:00.000000000
304,2000,A*Teens,Dancing Queen,224,Pop,2000-07-08,2000-07-29,97.0,97.0,96.0,95.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21 days 00:00:00.000000000
305,2000,Shade Sheist,Where I Wanna Be,256,Rap,2000-11-11,2000-11-18,96.0,95.0,99.0,99.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 days 00:00:00.000000000
306,2000,De La Soul,All Good?,302,Rap,2000-12-23,2000-12-23,96.0,96.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 00:00:00.000000000
307,2000,Amel Larrieux,Get Up,242,R&B,2000-03-04,2000-03-11,100.0,97.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 days 00:00:00.000000000
308,2000,Toni Braxton,Spanish Guitar,264,Rock,2000-12-02,2000-12-02,98.0,98.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 00:00:00.000000000
309,2000,Tuesday,I Know,246,Rock,2000-12-30,2000-12-30,98.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 00:00:00.000000000
310,2000,LL Cool J,Imagine That,240,Rap,2000-08-12,2000-08-19,99.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 days 00:00:00.000000000
311,2000,Master P,Souljas,213,Rap,2000-11-18,2000-11-18,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 00:00:00.000000000
312,2000,Ghostface Killah,Cherchez LaGhost,184,R&B,2000-08-05,2000-08-05,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 00:00:00.000000000
313,2000,Will Smith,Freakin' It,238,Rap,2000-02-12,2000-02-12,99.0,99.0,99.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 00:00:00.000000000
314,2000,Zombie Nation,Kernkraft 400,210,Rock,2000-09-02,2000-09-02,99.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 00:00:00.000000000
315,2000,The Eastsidaz,Got Beef,238,Rap,2000-07-01,2000-07-01,99.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 00:00:00.000000000
316,2000,Fragma,Toca's Miracle,202,R&B,2000-10-28,2000-10-28,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 00:00:00.000000000
